timestamp_ns,timestamp_iso,valor
1787011200093750000,2026-08-17T19:00:00.093750,4.045071
1787011200125000000,2026-08-17T19:00:00.125000,3.917811
1787011200156250000,2026-08-17T19:00:00.156250,3.390588
1787011200187500000,2026-08-17T19:00:00.187500,3.117886
1787011200218750000,2026-08-17T19:00:00.218750,2.827005
1787011200250000000,2026-08-17T19:00:00.250000,2.881545
1787011200281250000,2026-08-17T19:00:00.281250,2.299782
1787011200312500000,2026-08-17T19:00:00.312500,1.990721
1787011200343750000,2026-08-17T19:00:00.343750,1.899820
1787011200375000000,2026-08-17T19:00:00.375000,1.499858
1787011200406250000,2026-08-17T19:00:00.406250,1.336237
1787011200437500000,2026-08-17T19:00:00.437500,1.281697
1787011200468750000,2026-08-17T19:00:00.468750,1.136256
1787011200500000000,2026-08-17T19:00:00.500000,0.899915
1787011200531250000,2026-08-17T19:00:00.531250,0.663574
1787011200562500000,2026-08-17T19:00:00.562500,0.299972
1787011200593750000,2026-08-17T19:00:00.593750,-0.190891
1787011200625000000,2026-08-17T19:00:00.625000,-0.518133
1787011200656250000,2026-08-17T19:00:00.656250,-0.918095
1787011200687500000,2026-08-17T19:00:00.687500,-1.154436
1787011200718750000,2026-08-17T19:00:00.718750,-1.299877
1787011200750000000,2026-08-17T19:00:00.750000,-1.481678
1787011200781250000,2026-08-17T19:00:00.781250,-1.881640
1787011200812500000,2026-08-17T19:00:00.812500,-2.299782
1787011200843750000,2026-08-17T19:00:00.843750,-2.681564
1787011200875000000,2026-08-17T19:00:00.875000,-3.099706
1787011200906250000,2026-08-17T19:00:00.906250,-3.372408
1787011200937500000,2026-08-17T19:00:00.937500,-3.499668
1787011200968750000,2026-08-17T19:00:00.968750,-3.772370
1787011201000000000,2026-08-17T19:00:01,-4.045071
1787011201031250000,2026-08-17T19:00:01.031250,-4.008711
1787011201062500000,2026-08-17T19:00:01.062500,-4.226872
1787011201093750000,2026-08-17T19:00:01.093750,-4.335953
1787011201125000000,2026-08-17T19:00:01.125000,-4.354133
1787011201156250000,2026-08-17T19:00:01.156250,-4.299593
1787011201187500000,2026-08-17T19:00:01.187500,-4.663195
1787011201218750000,2026-08-17T19:00:01.218750,-4.917716
1787011201250000000,2026-08-17T19:00:01.250000,-5.026797
1787011201281250000,2026-08-17T19:00:01.281250,-5.172237
1787011201312500000,2026-08-17T19:00:01.312500,-5.208598
1787011201343750000,2026-08-17T19:00:01.343750,-5.354038
